                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.0067,                 3.3632,                 0.9756,                0.49209,                 0.6698,                 0.5358,                0.43721,                0.65899,                 1.3466,                0.83874,             0.00015003,             0.00015003,             0.00015003
                      2,                0.64518,                0.94861,                0.83716,                0.48526,                0.66709,                0.49473,                0.39836,                0.63048,                 2.3123,                0.83557,             0.00031304,             0.00031304,             0.00031304
                      3,                0.63396,                0.87939,                0.83688,                0.24047,                0.42029,                 0.4181,                0.36518,                0.63743,                    inf,                0.83802,             0.00047217,             0.00047217,             0.00047217
                      4,                0.60982,                0.74585,                0.82978,                0.57011,                0.71887,                0.64753,                0.51934,                0.70055,                 1.2102,                0.85727,             0.00062741,             0.00062741,             0.00062741
                      5,                0.61194,                0.70677,                0.83122,                0.61133,                0.69909,                0.60698,                0.49706,                0.66057,                 1.4703,                 0.8538,             0.00077878,             0.00077878,             0.00077878
                      6,                0.60337,                0.68036,                0.82381,                0.70812,                0.74109,                0.75262,                0.60495,                0.67152,                 1.0964,                0.84226,             0.00092625,             0.00092625,             0.00092625
                      7,                0.64557,                0.69199,                0.83104,                0.59421,                0.66311,                0.66526,                0.52938,                0.66931,                 1.2398,                0.84513,              0.0010698,              0.0010698,              0.0010698
                      8,                0.64774,                0.68558,                0.83608,                0.59307,                0.68192,                0.58523,                0.48453,                0.66033,                 1.3296,                0.84911,              0.0012096,              0.0012096,              0.0012096
                      9,                0.63626,                0.63559,                 0.8388,                0.08701,                0.48046,                0.06602,                0.05139,                0.69052,                    inf,                0.85546,              0.0013454,              0.0013454,              0.0013454
                     10,                0.66112,                 0.6253,                0.83408,                0.53232,                 0.7233,                0.52357,                0.44118,                0.66397,                 1.1016,                0.85779,              0.0014773,              0.0014773,              0.0014773
                     11,                0.62715,                0.63395,                0.82945,                0.69742,                0.70932,                0.73806,                0.60993,                0.57609,                0.72402,                0.83353,              0.0014728,              0.0014728,              0.0014728
                     12,                0.59605,                0.56319,                0.82433,                0.73226,                0.71633,                0.77379,                0.63212,                0.61944,                0.79887,                 0.8358,              0.0014534,              0.0014534,              0.0014534
                     13,                0.58507,                0.53459,                0.82721,                0.79713,                0.74356,                0.85235,                0.68847,                0.61106,                  0.764,                0.83105,               0.001434,               0.001434,               0.001434
                     14,                0.59934,                 0.5365,                0.82325,                0.76733,                0.79719,                0.84731,                0.69549,                0.58785,                0.65044,                 0.8308,              0.0014146,              0.0014146,              0.0014146
                     15,                0.59151,                0.52374,                0.82232,                0.77676,                 0.7883,                0.83543,                0.68377,                 0.5997,                0.64017,                 0.8323,              0.0013952,              0.0013952,              0.0013952
                     16,                0.59471,                0.52628,                0.82629,                0.80186,                0.77733,                0.83774,                0.69918,                0.56379,                0.59163,                0.82596,              0.0013758,              0.0013758,              0.0013758
                     17,                 0.5533,                0.52792,                0.81812,                 0.8056,                0.77678,                0.85827,                0.71494,                0.56456,                0.68508,                0.82471,              0.0013563,              0.0013563,              0.0013563
                     18,                0.58608,                0.53742,                0.82401,                0.77397,                0.80533,                0.86266,                0.72164,                0.56619,                0.61679,                0.82546,              0.0013369,              0.0013369,              0.0013369
                     19,                0.57076,                 0.4796,                0.81582,                0.78432,                0.81762,                0.86585,                  0.709,                0.59537,                0.59069,                0.82887,              0.0013175,              0.0013175,              0.0013175
                     20,                0.58548,                0.48547,                 0.8243,                0.81179,                0.79614,                0.86527,                0.72308,                0.59075,                0.58464,                0.82912,              0.0012981,              0.0012981,              0.0012981
                     21,                0.56859,                0.47054,                0.81974,                 0.8324,                0.79381,                0.85567,                0.69681,                0.60246,                0.60083,                 0.8292,              0.0012787,              0.0012787,              0.0012787
                     22,                 0.5544,                0.47795,                0.82657,                0.84965,                0.76379,                 0.8592,                0.72149,                 0.5403,                0.57413,                0.82177,              0.0012593,              0.0012593,              0.0012593
                     23,                0.53818,                0.49704,                0.81439,                0.78312,                0.79156,                 0.8483,                0.69499,                0.57602,                0.58766,                0.82529,              0.0012399,              0.0012399,              0.0012399
                     24,                0.53923,                0.46276,                0.81112,                0.80629,                0.80375,                0.86048,                0.71531,                0.58502,                 0.5836,                0.82952,              0.0012204,              0.0012204,              0.0012204
                     25,                0.54088,                0.44942,                0.81155,                0.81715,                0.74821,                0.84128,                0.70948,                0.53497,                0.59605,                0.81984,               0.001201,               0.001201,               0.001201
                     26,                0.53141,                 0.4418,                0.80756,                 0.7966,                0.75092,                0.82746,                0.67245,                0.57773,                 0.6201,                 0.8264,              0.0011816,              0.0011816,              0.0011816
                     27,                 0.5325,                0.44585,                0.81242,                0.84836,                0.73775,                0.85562,                0.71938,                0.54564,                0.56471,                0.82342,              0.0011622,              0.0011622,              0.0011622
                     28,                0.52525,                0.42269,                 0.8127,                0.82988,                0.74603,                0.84288,                0.70238,                0.55149,                0.58633,                0.82351,              0.0011428,              0.0011428,              0.0011428
                     29,                0.51872,                0.41542,                0.80941,                0.78989,                0.77207,                0.84014,                0.70345,                0.55257,                0.58409,                0.82389,              0.0011234,              0.0011234,              0.0011234
                     30,                0.52987,                0.42117,                0.80911,                0.82815,                 0.7704,                0.84728,                0.71855,                0.53098,                0.57091,                0.81723,              0.0011039,              0.0011039,              0.0011039
                     31,                0.53304,                0.40096,                 0.8089,                0.77294,                0.79809,                0.84583,                0.70215,                0.56068,                0.61036,                0.82156,              0.0010845,              0.0010845,              0.0010845
                     32,                0.52133,                0.40965,                0.80971,                0.81954,                0.79482,                0.85286,                0.71022,                0.56135,                0.56374,                0.82202,              0.0010651,              0.0010651,              0.0010651
                     33,                0.52424,                 0.4026,                0.80979,                0.81521,                0.79061,                0.85204,                0.73172,                 0.5176,                0.57062,                0.81632,              0.0010457,              0.0010457,              0.0010457
                     34,                0.52467,                0.40851,                0.81028,                0.80717,                0.80044,                0.84405,                0.70833,                0.53824,                0.56181,                0.81657,              0.0010263,              0.0010263,              0.0010263
                     35,                 0.5063,                0.38403,                 0.8057,                0.80645,                0.80728,                0.84862,                0.71639,                0.53343,                0.56916,                0.81776,              0.0010069,              0.0010069,              0.0010069
                     36,                 0.5069,                0.37578,                0.80354,                0.84267,                0.78003,                0.84476,                0.70228,                  0.544,                0.58287,                 0.8189,             0.00098745,             0.00098745,             0.00098745
                     37,                0.49111,                0.36853,                0.80865,                 0.8482,                0.78329,                0.85081,                0.71969,                0.51667,                0.58012,                0.81629,             0.00096804,             0.00096804,             0.00096804
                     38,                0.49189,                0.36614,                 0.8025,                 0.8129,                0.79085,                0.83138,                0.70079,                0.55727,                0.59786,                0.82204,             0.00094862,             0.00094862,             0.00094862
                     39,                0.49939,                0.37321,                0.80851,                0.81184,                0.77006,                0.84033,                0.70841,                0.53756,                0.59021,                0.81946,             0.00092921,             0.00092921,             0.00092921
                     40,                0.49754,                0.35678,                0.80136,                0.81185,                0.82294,                0.86283,                0.74173,                 0.5067,                 0.5553,                0.81662,             0.00090979,             0.00090979,             0.00090979
                     41,                0.49653,                0.36056,                 0.8013,                0.82291,                0.79217,                0.86363,                0.73192,                0.51794,                0.54431,                0.81687,             0.00089037,             0.00089037,             0.00089037
                     42,                0.50332,                0.37185,                0.80265,                0.79893,                0.79413,                0.85714,                0.72197,                0.53803,                0.58446,                0.81988,             0.00087096,             0.00087096,             0.00087096
                     43,                0.48167,                0.34646,                0.80409,                 0.8115,                0.74759,                0.84805,                0.72557,                0.49721,                0.61308,                0.81271,             0.00085154,             0.00085154,             0.00085154
                     44,                0.49323,                 0.3443,                0.80186,                0.78796,                0.80007,                0.84793,                 0.7178,                0.53296,                0.56616,                0.81698,             0.00083213,             0.00083213,             0.00083213
                     45,                0.47242,                0.33852,                0.80134,                0.82264,                0.81896,                0.86565,                0.74456,                0.50071,                0.53885,                0.81272,             0.00081271,             0.00081271,             0.00081271
                     46,                0.48011,                0.33308,                0.79891,                0.86705,                0.77406,                0.87082,                0.75171,                0.49012,                0.52819,                0.81397,              0.0007933,              0.0007933,              0.0007933
                     47,                0.48414,                0.34113,                0.79942,                0.79975,                0.76538,                0.85091,                0.71966,                0.51282,                0.56376,                0.81614,             0.00077388,             0.00077388,             0.00077388
                     48,                0.46548,                0.32769,                0.79607,                 0.7718,                 0.8265,                0.85129,                   0.73,                0.50055,                0.55047,                0.81428,             0.00075446,             0.00075446,             0.00075446
                     49,                0.47938,                0.33197,                0.80133,                0.80599,                0.78769,                0.85427,                0.73571,                 0.5058,                 0.5474,                0.81425,             0.00073505,             0.00073505,             0.00073505
                     50,                0.47324,                0.32828,                  0.802,                0.80489,                0.80313,                0.84146,                 0.7294,                0.49097,                0.58752,                0.81069,             0.00071563,             0.00071563,             0.00071563
                     51,                 0.4719,                0.32244,                0.79861,                0.80691,                0.79435,                0.85016,                0.72755,                0.50368,                0.55893,                 0.8116,             0.00069622,             0.00069622,             0.00069622
                     52,                0.46613,                0.31882,                0.79522,                0.80618,                0.77816,                0.83439,                0.71222,                0.49532,                0.61465,                0.81124,              0.0006768,              0.0006768,              0.0006768
                     53,                0.46332,                0.30986,                0.79837,                0.82912,                0.79061,                0.84937,                0.72716,                0.50977,                0.56717,                0.81417,             0.00065739,             0.00065739,             0.00065739
                     54,                0.45718,                 0.3056,                0.79708,                0.79185,                0.82707,                0.84405,                  0.721,                0.51286,                0.57916,                0.81578,             0.00063797,             0.00063797,             0.00063797
                     55,                0.46738,                0.30832,                0.79403,                0.78635,                0.84499,                0.86095,                0.72963,                0.51237,                0.53663,                 0.8154,             0.00061856,             0.00061856,             0.00061856
                     56,                0.46002,                0.30035,                0.79565,                0.83021,                 0.8038,                0.85706,                0.72732,                0.50831,                0.54747,                0.81243,             0.00059914,             0.00059914,             0.00059914
                     57,                0.45393,                0.29802,                0.79764,                0.81218,                0.81198,                0.85898,                0.73841,                0.48544,                0.54657,                0.81064,             0.00057972,             0.00057972,             0.00057972
                     58,                0.45467,                0.29022,                 0.7995,                0.83127,                0.81691,                0.86071,                0.73695,                0.50849,                0.54476,                0.81536,             0.00056031,             0.00056031,             0.00056031
                     59,                0.44766,                0.29109,                 0.7979,                 0.8343,                0.81387,                0.85795,                0.73772,                0.48955,                0.53665,                0.81082,             0.00054089,             0.00054089,             0.00054089
                     60,                0.44929,                0.29122,                0.79505,                0.83013,                0.81847,                0.85631,                0.73662,                0.49161,                0.54953,                0.81062,             0.00052148,             0.00052148,             0.00052148
                     61,                0.45912,                0.29549,                 0.7983,                0.80552,                0.82543,                0.85555,                0.73251,                0.49835,                 0.5601,                0.81213,             0.00050206,             0.00050206,             0.00050206
                     62,                0.45049,                0.29387,                0.79346,                0.80797,                0.80965,                0.85132,                0.72607,                0.51928,                0.55863,                 0.8164,             0.00048265,             0.00048265,             0.00048265
                     63,                0.44853,                0.29499,                0.79287,                0.81283,                0.82126,                0.84943,                0.72965,                0.50173,                0.55764,                0.81464,             0.00046323,             0.00046323,             0.00046323
                     64,                0.45802,                0.29286,                  0.795,                0.80094,                0.77973,                0.84567,                  0.722,                0.50592,                0.57537,                0.81488,             0.00044381,             0.00044381,             0.00044381
                     65,                0.45033,                0.29177,                0.79439,                0.85757,                0.77506,                0.84662,                0.72675,                0.49869,                0.54775,                0.81437,              0.0004244,              0.0004244,              0.0004244
                     66,                0.44156,                0.28101,                0.79337,                0.82672,                0.77434,                0.85049,                0.72781,                0.49873,                0.56168,                0.81409,             0.00040498,             0.00040498,             0.00040498
                     67,                0.42379,                0.26931,                0.79368,                0.80392,                0.80327,                 0.8604,                0.74205,                0.48988,                0.54998,                0.81226,             0.00038557,             0.00038557,             0.00038557
                     68,                0.43985,                 0.2742,                0.79468,                0.82772,                0.79815,                 0.8633,                 0.7394,                0.49786,                0.53883,                0.81572,             0.00036615,             0.00036615,             0.00036615
                     69,                0.42575,                0.26482,                0.79075,                0.81938,                0.79519,                0.86099,                0.73795,                0.49558,                0.54667,                0.81504,             0.00034674,             0.00034674,             0.00034674
                     70,                0.42104,                0.26283,                0.79367,                0.82265,                0.79671,                0.86353,                0.74226,                0.49605,                0.54494,                0.81549,             0.00032732,             0.00032732,             0.00032732
                     71,                0.41677,                0.25774,                0.79094,                0.84436,                0.77316,                0.86363,                0.74058,                0.50054,                0.54407,                0.81527,              0.0003079,              0.0003079,              0.0003079
                     72,                0.41825,                0.25639,                0.79492,                0.84999,                 0.7898,                0.85656,                0.73104,                0.50516,                0.54303,                0.81572,             0.00028849,             0.00028849,             0.00028849
                     73,                0.42249,                0.26273,                0.79148,                0.85775,                0.78726,                0.85818,                0.73995,                0.49777,                0.54833,                0.81469,             0.00026907,             0.00026907,             0.00026907
                     74,                0.40989,                 0.2507,                0.79116,                0.81791,                0.79452,                0.85204,                0.73292,                0.49876,                 0.5635,                0.81475,             0.00024966,             0.00024966,             0.00024966
                     75,                0.42924,                0.26066,                0.79053,                 0.8177,                0.81165,                0.85513,                0.73695,                0.49863,                0.55897,                0.81522,             0.00023024,             0.00023024,             0.00023024
                     76,                0.41634,                0.27511,                0.79103,                0.83915,                0.80849,                 0.8562,                0.74506,                  0.489,                0.55791,                0.81555,             0.00021083,             0.00021083,             0.00021083
                     77,                0.40893,                0.25901,                0.78919,                 0.8164,                0.81817,                0.86064,                 0.7442,                0.49377,                0.57198,                0.81564,             0.00019141,             0.00019141,             0.00019141
                     78,                0.41082,                0.26143,                0.78885,                0.84535,                0.77829,                0.85509,                0.73719,                0.49438,                0.56372,                0.81514,               0.000172,               0.000172,               0.000172
                     79,                0.40827,                0.25229,                0.79048,                0.85076,                0.78791,                0.84836,                0.72973,                0.49646,                0.55152,                0.81533,             0.00015258,             0.00015258,             0.00015258
                     80,                0.41294,                0.25099,                0.78643,                0.84131,                0.79874,                0.84776,                0.72887,                0.49721,                0.55149,                 0.8156,             0.00013316,             0.00013316,             0.00013316
                     81,                0.40925,                0.24857,                0.78875,                0.81677,                0.80891,                0.85527,                0.73554,                0.49844,                0.54445,                0.81501,             0.00011375,             0.00011375,             0.00011375
                     82,                0.39261,                0.23492,                0.78329,                 0.8266,                 0.8011,                0.85692,                0.73412,                0.49405,                0.54956,                0.81473,             9.4333e-05,             9.4333e-05,             9.4333e-05
                     83,                0.39485,                0.23451,                0.78546,                0.84247,                0.79122,                 0.8552,                0.73128,                0.49713,                0.55147,                0.81519,             7.4917e-05,             7.4917e-05,             7.4917e-05
                     84,                0.39421,                0.23894,                0.78748,                0.84768,                0.78792,                 0.8543,                0.73105,                0.49896,                0.54872,                0.81562,             5.5501e-05,             5.5501e-05,             5.5501e-05
                     85,                0.38708,                0.22586,                 0.7875,                0.85653,                0.77605,                0.85445,                0.73284,                0.49831,                0.54626,                0.81521,             3.6086e-05,             3.6086e-05,             3.6086e-05
